group,rank,gene,score,p_value,p_value_adj_BH,mean_logcounts_group,mean_logcounts_rest,mean_log2_expression_difference,pct_cells_expressing_group,pct_cells_expressing_rest,n_cells_group,n_cells_rest,is_mitochondrial,is_ribosomal
Innate lymphoid cell,40,PLEK,158.84281454737777,0.0,0.0,1.1375398928729872,0.3295109804819233,1.1657393048014904,60.75841712942118,21.606998618792296,39978,533591,False,False
Innate lymphoid cell,41,XCL2,157.3710605402139,0.0,0.0,0.9859381070320326,0.0809257309608844,1.3056568669009831,47.05588073440392,5.275951056145999,39978,533591,False,False
Innate lymphoid cell,42,HLA-B,156.68969809227383,0.0,0.0,3.972627993060192,3.5142038522859864,0.6613662345187304,99.6373005152834,99.1542211169229,39978,533591,False,False
Innate lymphoid cell,43,SH2D1B,154.15259313078454,0.0,0.0,0.6701038320073026,0.0059228327719846,0.9582106338494696,40.54479963980189,0.5200612454108109,39978,533591,False,False
Innate lymphoid cell,44,UBB,152.59232608789918,0.0,0.0,2.034815068860941,1.3219077154668677,1.0285079033549056,88.43363850117565,74.9163685294542,39978,533591,False,False
Innate lymphoid cell,45,APMAP,152.46276428679917,0.0,0.0,0.9967698939860392,0.2863000554355259,1.024991312778008,57.976887288008406,21.88249052176667,39978,533591,False,False
Innate lymphoid cell,46,IGFBP7,148.96036080528938,0.0,0.0,0.7078473970610258,0.0259363335106823,0.9837897097113992,40.34719095502526,2.7050681139674397,39978,533591,False,False
Innate lymphoid cell,47,RAP1B,148.1170980137843,0.0,0.0,1.5840675218230351,0.8490919202707304,1.060345655533893,77.26499574766122,56.273437895316825,39978,533591,False,False
Innate lymphoid cell,48,GSTP1,147.13750246538768,0.0,0.0,1.5349738313292252,0.8129520402642549,1.0416572573832,77.1324228325579,50.24222672421386,39978,533591,False,False
Innate lymphoid cell,49,CYBA,146.37164770884806,0.0,0.0,2.5209634831634755,1.7905022122330314,1.0538328531328012,91.95057281504828,82.86346658770482,39978,533591,False,False
Innate lymphoid cell,50,ADGRG1,145.07863962188614,0.0,0.0,0.715741996448292,0.054072112955209,0.9545878596210488,41.18515183350844,3.667790498715308,39978,533591,False,False
T cell,1,CD3D,945.7819825027312,0.0,0.0,1.7244812730683168,0.1000013575977165,2.343629118073157,85.67935318477618,6.339540039569506,431035,142534,False,False
T cell,2,CD3E,800.5472357060933,0.0,0.0,2.0281186249231613,0.2506761971705488,2.564307375984334,90.29197164963402,13.676736778593176,431035,142534,False,False
T cell,3,IL7R,766.7028247267042,0.0,0.0,1.9300519312735511,0.1476734113717946,2.571428651649275,78.14910622107254,8.506742250971698,431035,142534,False,False
T cell,4,CD3G,736.1082235718794,0.0,0.0,1.27447722834765,0.0660739005320505,1.743357488433286,71.94380966742841,4.168128306228689,431035,142534,False,False
T cell,5,IL32,701.1569802880238,0.0,0.0,2.7877524540377303,0.5172217554175635,3.2756833790854687,95.10503787395456,21.51065710637462,431035,142534,False,False
T cell,6,TRAC,637.7450625294072,0.0,0.0,1.3727019182496034,0.1121779821004695,1.818551631604192,68.33946199264561,8.239437607868998,431035,142534,False,False
T cell,7,CD27,422.8587009845587,0.0,0.0,0.8009316215049419,0.0964220064696163,1.016392527870057,50.71977913626504,6.5058161561452,431035,142534,False,False
T cell,8,CAMK4,418.9991431472328,0.0,0.0,0.5103330094532842,0.0173850437320007,0.7111735855623985,35.8994049207141,1.5434913774958958,431035,142534,False,False
T cell,9,LDHB,416.5488914335294,0.0,0.0,1.763059282614784,0.7017268306961696,1.531179065117509,81.91237370515155,49.729187421948446,431035,142534,False,False
T cell,10,TCF7,416.2478365471077,0.0,0.0,0.8734548041271709,0.1331237579750522,1.0680719288998,53.41445590265291,9.75276074480475,431035,142534,False,False
