group,rank,gene,score,p_value,p_value_adj_BH,mean_logcounts_group,mean_logcounts_rest,mean_log2_expression_difference,pct_cells_expressing_group,pct_cells_expressing_rest,n_cells_group,n_cells_rest,is_mitochondrial,is_ribosomal
T cell,11,CD2,412.9379888505932,0.0,0.0,1.333493211066764,0.3302113836603026,1.4474297170133186,72.68249678100386,19.130172450082085,431035,142534,False,False
T cell,12,MAL,408.8059989078833,0.0,0.0,0.496218211242684,0.0099758249938814,0.7014994793111633,32.884568538517755,0.8762821502238063,431035,142534,False,False
T cell,13,AQP3,408.5776551661316,0.0,0.0,0.5710103598002563,0.0297539758835769,0.7808679009260862,37.41877109747468,2.4534497032287037,431035,142534,False,False
T cell,14,FLT3LG,407.6508902014008,0.0,0.0,0.7311594010648717,0.0934387369160524,0.9200364396399175,47.04954354054775,7.968625029817447,431035,142534,False,False
T cell,15,LCK,405.1380854522303,0.0,0.0,1.22856846021814,0.3175685393708056,1.3142950680566876,72.16490540211352,19.18208988732513,431035,142534,False,False
T cell,16,BCL11B,393.7747281263512,0.0,0.0,0.6971352350311927,0.0861566180175959,0.8814558208547134,45.64316122820652,6.158530596208624,431035,142534,False,False
T cell,17,SPOCK2,391.7417970599092,0.0,0.0,0.8467268801749579,0.1509041381815568,1.0038600192116405,54.39511872585753,10.556779435082156,431035,142534,False,False
T cell,18,TRAT1,390.32203310928986,0.0,0.0,0.4528523494914057,0.0130700356843876,0.6344717632000589,32.102729476724626,1.0664122244517098,431035,142534,False,False
T cell,19,TRBC2,381.1735861323606,0.0,0.0,1.4586582839217974,0.4583096797349525,1.4431979704205575,73.32026401568318,27.76600670717162,431035,142534,False,False
T cell,20,RPS3,380.3177256350969,0.0,0.0,4.264350394276725,3.5251334128897613,1.0664646731878822,99.98538401753918,98.20323571919684,431035,142534,False,True
T cell,21,LTB,375.0951090341205,0.0,0.0,2.05760289310175,0.7349190973363718,1.9082293528149012,80.57744730706324,35.683415886735794,431035,142534,False,False
T cell,22,LAT,362.6115699732015,0.0,0.0,0.8504319521033586,0.1822349343685747,0.9640045238227676,55.37601354878375,12.696619753883285,431035,142534,False,False
T cell,23,LEF1,355.5329865648455,0.0,0.0,0.4631482169652764,0.0276923398838862,0.6282300343912757,31.55428213486144,2.1931609300237134,431035,142534,False,False
T cell,24,INPP4B,351.95177804588866,0.0,0.0,0.4542495288819303,0.0289256087886314,0.613612710290056,31.76168988597214,2.2184180616554645,431035,142534,False,False
T cell,25,RPS12,344.9426494256313,0.0,0.0,4.6308828617733,3.9518685449164894,0.9796105876219272,99.97912002505596,98.66979106739444,431035,142534,False,True
T cell,26,RPS15A,342.8211812501577,0.0,0.0,4.344751854240968,3.679612331347856,0.9595934911771437,99.97192803368635,98.4663308403609,431035,142534,False,True
T cell,27,NOSIP,339.7856927066213,0.0,0.0,1.0721596736295949,0.3459985157539952,1.0476291013533152,60.94447086663496,29.27792667012783,431035,142534,False,False
T cell,28,CD6,337.6276390233453,0.0,0.0,0.4924408706535901,0.0528008254600046,0.6342665129769856,34.88046214344543,4.179353698065023,431035,142534,False,False
T cell,29,RPL30,336.3369559157781,0.0,0.0,4.390035270375856,3.7803724113153097,0.8795575833808373,99.8536081756702,99.07180041253316,431035,142534,False,True
T cell,30,CD5,335.8611028099637,0.0,0.0,0.3705612993110343,0.0166429279141549,0.5105962792937762,26.892015729581125,1.600319923667335,431035,142534,False,False
T cell,31,RPL14,332.91822040698446,0.0,0.0,3.699863043773011,3.045670129838953,0.9438008727173658,99.74828030206363,97.32905832994231,431035,142534,False,True
T cell,32,ITM2A,328.5167751388871,0.0,0.0,0.7268553744397942,0.1473493759749616,0.8360504301506213,46.91243170508195,10.307014466723729,431035,142534,False,False
T cell,33,RPS27,325.4575402277972,0.0,0.0,4.896347602102395,4.197164812619693,1.008707543061606,99.9972160033408,98.9791909298834,431035,142534,False,True
T cell,34,LEPROTL1,324.5901117751914,0.0,0.0,1.0167548044252797,0.3456429635597674,0.9682097246985376,62.25109329868804,29.071660095135197,431035,142534,False,False
T cell,35,GIMAP7,324.11361644678203,0.0,0.0,1.4598074692864662,0.5856871652541846,1.2610890277677256,75.59130929042885,36.38359970252712,431035,142534,False,False
T cell,36,RPS25,319.4824305654002,0.0,0.0,3.796184329478745,3.151403589218101,0.930221976434745,99.88933613279664,97.645474062329,431035,142534,False,True
T cell,37,SIT1,314.39117777503645,0.0,0.0,0.5107054849627161,0.0729059717155505,0.6316111866652878,35.38111754265895,5.790899013568692,431035,142534,False,False
T cell,38,CD40LG,311.6748850718059,0.0,0.0,0.2984478813139166,0.0060061691615327,0.421904207871322,21.81562982124421,0.5135616765122707,431035,142534,False,False
T cell,39,LIME1,311.41271633298635,0.0,0.0,0.7632233321201194,0.1708586753895037,0.8546015526631524,45.9728328326006,11.485680609538775,431035,142534,False,False
T cell,40,RCAN3,306.54601877246665,0.0,0.0,0.4944656338301586,0.0815444475582699,0.5957193477124418,35.269989676012386,7.948980594103864,431035,142534,False,False
T cell,41,TC2N,306.098062806897,0.0,0.0,0.6032781328867395,0.1107209309003166,0.7106098326599557,40.77673506791792,7.404549090041675,431035,142534,False,False
T cell,42,CD8B,302.42817257042134,0.0,0.0,0.4529778734505854,0.0204540161284496,0.6240000240248108,22.893964527242566,1.421415241275766,431035,142534,False,False
T cell,43,RPS27A,300.5754883775782,0.0,0.0,4.287285839233891,3.7470309461905873,0.7794230550095717,99.98654401614718,98.75468309315671,431035,142534,False,True
T cell,44,LINC00861,294.6024839575356,0.0,0.0,0.7470518590953831,0.1855926851335768,0.8100143659363117,48.11256626492048,11.824547125598103,431035,142534,False,False
T cell,45,C12orf57,293.13880075871634,0.0,0.0,1.4156845705848249,0.6625167085515995,1.0865915395122774,75.92028489565813,45.60245274811624,431035,142534,False,False
T cell,46,RPL36,287.3888981311813,0.0,0.0,3.6755359837416206,3.085090903879426,0.8518321886344761,99.82344821186214,97.36904878835928,431035,142534,False,True
T cell,47,THEMIS,287.3040941289491,0.0,0.0,0.2626392209456213,0.0073609132388566,0.3682887485750764,19.69468836637396,0.6251140078858378,431035,142534,False,False
T cell,48,SARAF,284.14362181892744,0.0,0.0,2.126277799128604,1.3745632798652527,1.0844948091054682,91.39884232138922,77.08336256612456,431035,142534,False,False
T cell,49,OXNAD1,282.41964249210565,0.0,0.0,0.4209651265845039,0.0623495305878338,0.5173729419298361,30.774763070284315,5.146842156959042,431035,142534,False,False
T cell,50,RPL32,281.6993531586579,0.0,0.0,4.361730931481371,3.833198741383185,0.7625107696048357,99.98399201920958,98.62559108703888,431035,142534,False,True
pDC,1,CD74,244.13281368575213,0.0,0.0,4.617601460075488,1.687584669689762,4.227120693210884,99.83530057644798,66.44511743629874,3643,569926,False,False
pDC,2,IRF8,239.52109264957423,0.0,0.0,2.74476588754263,0.079866103421414,3.844637703017749,97.61185835849574,6.3025726146903285,3643,569926,False,False
pDC,3,GZMB,233.6304582980177,0.0,0.0,3.224476966492063,0.2612472891596862,4.275036760502423,97.52950864671972,11.21057821541744,3643,569926,False,False
pDC,4,HLA-DRA,226.30411059220827,0.0,0.0,3.2693761978672184,0.8210000261555246,3.532260161159166,98.7098545155092,29.09816362124206,3643,569926,False,False
pDC,5,JCHAIN,211.5864907324249,0.0,0.0,2.863728459712301,0.0590974394383358,4.046227264472604,96.45896239363162,3.1412850089309843,3643,569926,False,False
pDC,6,TCF4,210.93536962789,0.0,0.0,2.572632899928585,0.0793618651495724,3.597029757467776,96.92561076036232,6.397146296185821,3643,569926,False,False
pDC,7,IRF7,207.09561279890232,0.0,0.0,2.8463490747878115,0.2073163748553962,3.807319388936308,97.33735931924238,16.25807560981601,3643,569926,False,False
pDC,8,CCDC50,194.55812071996425,0.0,0.0,2.4750749704505037,0.1002501336079493,3.4261480150926946,95.93741421905024,8.609187859476492,3643,569926,False,False
pDC,9,ITM2C,191.19213588113223,0.0,0.0,2.4462277610873886,0.1661174554796388,3.28950383058012,95.9923140269009,12.578650561651864,3643,569926,False,False
pDC,10,PLAC8,186.7207363924344,0.0,0.0,2.663830207890056,0.5456593116066892,3.055874647823344,97.14520999176504,35.48811600102469,3643,569926,False,False
pDC,11,SERPINF1,185.43854725226345,0.0,0.0,2.261315956847556,0.0232006736300066,3.228917820035756,95.0864671973648,2.30696616753754,3643,569926,False,False
pDC,12,LILRA4,179.2194780570989,0.0,0.0,2.348934913870467,0.0042946017992527,3.3826009508934924,95.22371671699148,0.3649596614297294,3643,569926,False,False
pDC,13,NPC2,178.04101349748538,0.0,0.0,2.6096506765525467,0.5233781178014604,3.009855074452921,97.03541037606368,32.72495025669999,3643,569926,False,False
pDC,14,UGCG,168.4113645299617,0.0,0.0,2.2483164791267045,0.1110932066420726,3.0833614164860603,94.18062036782872,9.514217635271947,3643,569926,False,False
pDC,15,PLD4,167.82603942048806,0.0,0.0,2.464281415296006,0.0633381067503065,3.463829004694422,94.53746911885808,4.836592820822353,3643,569926,False,False
pDC,16,TYROBP,160.34881679418186,0.0,0.0,2.5934653624895567,0.6857669409640887,2.752227052246496,96.62366181718365,24.004519885037706,3643,569926,False,False
pDC,17,HLA-DPA1,158.74279803429857,0.0,0.0,2.737213112255239,0.8845140697276904,2.6728797209142248,97.03541037606368,40.28856377845545,3643,569926,False,False
pDC,18,FCER1G,157.4829116789,0.0,0.0,2.476722653874049,0.4965127171929815,2.856839055568825,95.80016469942356,20.40036776704344,3643,569926,False,False
pDC,19,SEC61B,157.16763049839113,0.0,0.0,2.601548960484284,0.899150608034257,2.4560416606971955,96.81581114466098,58.88764506269235,3643,569926,False,False
pDC,20,CST3,153.37663418139186,0.0,0.0,2.726494671741753,0.5147850806558527,3.1908224589461853,94.81196815811144,17.575615079852472,3643,569926,False,False
pDC,21,ALOX5AP,146.91497474387472,0.0,0.0,2.4528008038561726,0.6274986172626962,2.63335441272219,95.47076585231952,39.66111389899741,3643,569926,False,False
pDC,22,IGKC,143.32114851267963,0.0,0.0,2.229056467374075,0.2445757258608713,2.863000524520752,93.4120230579193,12.19456561027221,3643,569926,False,False
pDC,23,BCL11A,142.04563002204952,0.0,0.0,1.903872254771312,0.0503753214000671,2.674030834077596,91.7375789184738,4.004905900064219,3643,569926,False,False
pDC,24,C12orf75,139.97511806292195,0.0,0.0,2.3012716201897274,0.4579480813658709,2.6593537282150725,93.54927257754598,30.428687233079383,3643,569926,False,False
pDC,25,HLA-DPB1,132.312735767545,0.0,0.0,2.5194631007917216,0.9481483167401848,2.2669280466266644,96.45896239363162,43.51003463607556,3643,569926,False,False
pDC,26,GRN,130.4037906078479,0.0,0.0,1.9653492872962175,0.2970287212622625,2.406877807230256,92.5885259401592,18.206574186824252,3643,569926,False,False
pDC,27,APP,126.96044978619628,0.0,0.0,1.9106605173653004,0.1081959834024284,2.600406644526472,90.2278342025803,9.33261511143552,3643,569926,False,False
pDC,28,MZB1,126.46570987858864,0.0,0.0,1.7487145037204406,0.0380479963527186,2.467970086794256,89.0200384298655,2.3696058786579317,3643,569926,False,False
pDC,29,HERPUD1,125.87859835226574,0.0,0.0,2.24280024240878,0.5686602898477925,2.415273407313821,94.29041998353006,37.2967718616101,3643,569926,False,False
pDC,30,SPCS1,122.8457903630418,0.0,0.0,2.275972210161492,0.8699990718932606,2.0283904742026704,95.38841614054353,58.81535497590915,3643,569926,False,False
pDC,31,HLA-DRB1,120.28954998640336,0.0,0.0,2.586043824899066,0.864278585616245,2.483982172288325,95.47076585231952,35.516014359758984,3643,569926,False,False
pDC,32,MPEG1,116.15438603963072,0.0,0.0,1.689378437148455,0.1202136304208768,2.263826285003366,87.59264342574801,8.218610837196408,3643,569926,False,False
pDC,33,SPIB,114.72733224160866,0.0,0.0,1.6220264840602483,0.0360986799745041,2.288010178162427,85.89074938237717,2.727020700933104,3643,569926,False,False
pDC,34,DERL3,114.37958742220718,0.0,0.0,1.606312175621418,0.0155039848926458,2.295051087769944,87.01619544331595,1.062418629787025,3643,569926,False,False
pDC,35,CLEC4C,113.66804150202884,0.0,0.0,1.4858872109890269,0.0016381238963627,2.1413187973925574,84.98490255284106,0.1656355386488772,3643,569926,False,False
pDC,36,IL3RA,111.7677276904838,0.0,0.0,1.592875875225228,0.0200221221734097,2.2691483095714524,84.43590447433435,1.88866624789885,3643,569926,False,False
pDC,37,CYB561A3,110.35177347773764,0.0,0.0,1.5643686384367674,0.1374275915130992,2.058640772037682,86.71424650013725,11.32339987998442,3643,569926,False,False
pDC,38,TPM2,109.87412949927796,0.0,0.0,1.7045162223728778,0.0123984947857539,2.4412098541902454,83.85945649190228,1.1031256689464948,3643,569926,False,False
pDC,39,PTPRE,109.84716798161432,0.0,0.0,1.6844700386677498,0.3049700326690818,1.9901978175605737,89.43178698874554,21.16906405392981,3643,569926,False,False
pDC,40,CLIC3,106.11439503296764,0.0,0.0,1.9032665702461355,0.2321742175499604,2.4108766501022427,86.85149601976393,14.095865077220552,3643,569926,False,False
pDC,41,TXN,105.80989007130393,0.0,0.0,2.2570129083709247,0.5901910968801939,2.404715561483236,92.31402690090584,41.79770707074252,3643,569926,False,False
pDC,42,PLEK,104.20943439262508,0.0,0.0,1.835102987724727,0.3765671038684409,2.104222486598065,88.80043919846281,23.92380765222152,3643,569926,False,False
pDC,43,RNASE6,103.68342363366612,0.0,0.0,1.5141862073994323,0.143204724375696,1.9779081867089412,85.23195168816909,9.984805044865473,3643,569926,False,False
pDC,44,VAMP8,102.58363446958607,0.0,0.0,2.1307114228745245,0.9159758538364772,1.7524929814426242,93.85122152072468,58.78078908489874,3643,569926,False,False
pDC,45,PPP1R14B,101.57348675920842,0.0,0.0,2.069334671827986,0.200326927703529,2.6964082038314228,85.94564919022784,16.707081270199993,3643,569926,False,False
pDC,46,HSP90B1,97.86809556224824,0.0,0.0,2.0857830119062912,0.8148648313993708,1.8335473563929587,93.24732363436728,52.73930299723122,3643,569926,False,False
pDC,47,TSPAN13,97.6588065522552,0.0,0.0,1.3346614640121344,0.0226660438584632,1.8928092863247328,79.96157013450454,1.609858121931619,3643,569926,False,False
pDC,48,PSAP,94.88823047210936,0.0,0.0,2.0247682335313684,0.7133045958451704,1.892042086396078,92.53362613230853,40.23469713611942,3643,569926,False,False
pDC,49,PLP2,94.06157809935802,0.0,0.0,1.93401724034556,0.7668175171846385,1.6839132523312323,91.79247872632446,48.89599702417507,3643,569926,False,False
pDC,50,ERP29,93.05918664108212,0.0,0.0,2.127322026067377,1.1056748576383209,1.473925303430851,94.72961844633544,67.90986900053691,3643,569926,False,False
